index,org_code,period,admissions
4126,RDZ,2016-04-01,1730
4128,RA9,2016-04-01,2324
4130,RHM,2016-04-01,3046
4132,RA7,2016-04-01,2630
4134,RYR,2016-04-01,3123
4136,RA3,2016-04-01,987
4141,RA4,2016-04-01,1359
4142,RF4,2018-03-01,5144
4145,R1H,2018-03-01,7670
4152,RQM,2018-03-01,3899
4154,RJ6,2018-03-01,1995
4157,RVR,2018-03-01,3528
4160,RJ1,2018-03-01,3374
4164,RQX,2018-03-01,1793
4166,RYJ,2018-03-01,3337
4169,RJZ,2018-03-01,4301
4171,RAX,2018-03-01,2277
4173,RJ2,2018-03-01,4563
4175,R1K,2018-03-01,6095
4179,RAP,2018-03-01,2602
4181,RAL,2018-03-01,4293
4184,RJ7,2018-03-01,4191
4187,RAS,2018-03-01,2015
4192,RRV,2018-03-01,1927
4195,RKE,2018-03-01,1400
4198,RDD,2018-03-01,3039
4199,RC1,2018-03-01,2095
4202,RQ3,2018-03-01,1056
4203,RJF,2018-03-01,1835
4205,RGT,2018-03-01,3264
4207,RFS,2018-03-01,2084
4209,RDE,2018-03-01,2538
4212,RTG,2018-03-01,3444
4216,RWH,2018-03-01,3031
4220,RLT,2018-03-01,1141
4222,RR1,2018-03-01,6604
4225,RGQ,2018-03-01,1962
4227,RGP,2018-03-01,1468
4229,RNQ,2018-03-01,2585
4233,RC9,2018-03-01,2620
4238,RQ8,2018-03-01,2161
4240,RD8,2018-03-01,1418
4242,RM1,2018-03-01,2775
4244,RGN,2018-03-01,3522
4246,RNS,2018-03-01,2417
4251,RX1,2018-03-01,3894
4258,RXK,2018-03-01,3429
4261,RK5,2018-03-01,2655
4263,RXW,2018-03-01,2274
4268,RJC,2018-03-01,1742
4270,RAJ,2018-03-01,2798
4273,RNA,2018-03-01,1944
4275,RQW,2018-03-01,1621
4276,RCX,2018-03-01,2190
4277,RL4,2018-03-01,2591
4279,RWD,2018-03-01,3621
4281,RRK,2018-03-01,3896
4282,RKB,2018-03-01,4197
4285,RWE,2018-03-01,4449
4287,RJE,2018-03-01,5091
4290,RBK,2018-03-01,2070
4293,RWG,2018-03-01,2828
4295,RGR,2018-03-01,2304
4297,RWP,2018-03-01,3100
4299,RLQ,2018-03-01,1306
4301,REM,2018-03-01,3372
4303,RCF,2018-03-01,1132
4304,RBS,2018-03-01,1136
4306,RFF,2018-03-01,2189
4307,RXL,2018-03-01,2196
4309,RMC,2018-03-01,2236
4311,RAE,2018-03-01,3632
4315,RWY,2018-03-01,3006
4316,RLN,2018-03-01,3019
4319,RJR,2018-03-01,2045
4321,RXP,2018-03-01,3632
4323,RP5,2018-03-01,3251
4325,RJN,2018-03-01,964
4327,RXR,2018-03-01,3236
4330,RR7,2018-03-01,1776
4332,RCD,2018-03-01,935
4335,RWA,2018-03-01,3210
4338,RXN,2018-03-01,2022
4341,RR8,2018-03-01,4833
4346,R0A,2018-03-01,6874
4349,RBT,2018-03-01,2188
4351,RXF,2018-03-01,4218
4354,RNL,2018-03-01,2090
4356,RVW,2018-03-01,1587
4360,RJL,2018-03-01,2965
4362,RTF,2018-03-01,4443
4366,RW6,2018-03-01,6183
4370,RQ6,2018-03-01,2437
4373,RM3,2018-03-01,2796
4376,RCU,2018-03-01,637
4378,RHQ,2018-03-01,2939
4382,RTR,2018-03-01,2370
4384,RE9,2018-03-01,1179
4386,RVY,2018-03-01,1876
4388,RBN,2018-03-01,4166
4390,RWJ,2018-03-01,2576
4392,RMP,2018-03-01,1836
4394,RTD,2018-03-01,2236
4397,RFR,2018-03-01,1641
4399,RTX,2018-03-01,2136
4402,RWW,2018-03-01,2053
4405,RBL,2018-03-01,2413
4409,RRF,2018-03-01,2338
4411,RCB,2018-03-01,3630
4413,RTK,2018-03-01,2177
4419,RXH,2018-03-01,3481
4423,RXQ,2018-03-01,3160
4427,RN7,2018-03-01,2679
4429,RBD,2018-03-01,1353
4432,RVV,2018-03-01,4586
4434,RXC,2018-03-01,3322
4439,RDU,2018-03-01,6333
4441,RTE,2018-03-01,4039
4442,RN3,2018-03-01,2169
4444,RN5,2018-03-01,2536
4448,R1F,2018-03-01,943
4451,RWF,2018-03-01,4289
4453,RPA,2018-03-01,2338
4455,RVJ,2018-03-01,2535
4456,RBZ,2018-03-01,1162
4460,RTH,2018-03-01,3102
4464,RK9,2018-03-01,3033
4467,RD3,2018-03-01,1863
4469,RHU,2018-03-01,3254
4473,RHW,2018-03-01,3125
4476,REF,2018-03-01,2716
4478,RH8,2018-03-01,2040
4480,RA2,2018-03-01,2451
4482,RD1,2018-03-01,2495
4484,RNZ,2018-03-01,1237
4492,RTP,2018-03-01,2473
4495,RBA,2018-03-01,2199
4497,RDZ,2018-03-01,2109
4500,RA9,2018-03-01,2580
4502,RHM,2018-03-01,3251
4505,RA7,2018-03-01,3097
4508,RYR,2018-03-01,3575
4509,RA3,2018-03-01,972
4513,RA4,2018-03-01,1430
4514,RF4,2018-02-01,4436
4517,R1H,2018-02-01,7070
4524,RQM,2018-02-01,3436
4526,RJ6,2018-02-01,1843
4529,RVR,2018-02-01,3083
4532,RJ1,2018-02-01,3129
4536,RQX,2018-02-01,1568
4538,RYJ,2018-02-01,2933
4541,RJZ,2018-02-01,3938
4543,RAX,2018-02-01,1943
4545,RJ2,2018-02-01,4106
4547,R1K,2018-02-01,5658
4551,RAP,2018-02-01,2641
4553,RAL,2018-02-01,3735
4556,RJ7,2018-02-01,3552
4559,RAS,2018-02-01,1829
4564,RRV,2018-02-01,1641
4567,RKE,2018-02-01,1207
4570,RDD,2018-02-01,2875
4571,RC1,2018-02-01,1850
4574,RQ3,2018-02-01,992
4575,RJF,2018-02-01,1789
4577,RGT,2018-02-01,2553
4579,RFS,2018-02-01,1926
4581,RDE,2018-02-01,2258
4584,RTG,2018-02-01,3269
4588,RWH,2018-02-01,2694
4592,RLT,2018-02-01,1030
4594,RR1,2018-02-01,6066
4597,RGQ,2018-02-01,1843
4599,RGP,2018-02-01,1372
4601,RNQ,2018-02-01,2301
4605,RC9,2018-02-01,2538
4610,RQ8,2018-02-01,2012
4612,RD8,2018-02-01,1353
4614,RM1,2018-02-01,2475
4616,RGN,2018-02-01,3287
4618,RNS,2018-02-01,2278
4623,RX1,2018-02-01,3614
4630,RXK,2018-02-01,3027
4633,RK5,2018-02-01,2367
4635,RXW,2018-02-01,2078
4640,RJC,2018-02-01,1677
4642,RAJ,2018-02-01,2482
4645,RNA,2018-02-01,1962
4647,RQW,2018-02-01,1471
4648,RCX,2018-02-01,2076
4649,RL4,2018-02-01,2290
4651,RWD,2018-02-01,3358
4653,RRK,2018-02-01,3922
4654,RKB,2018-02-01,3892
4657,RWE,2018-02-01,4106
4659,RJE,2018-02-01,4258
4662,RBK,2018-02-01,1989
4665,RWG,2018-02-01,2566
4667,RGR,2018-02-01,2146
4669,RWP,2018-02-01,2801
4671,RLQ,2018-02-01,1222
4673,REM,2018-02-01,2881
4675,RCF,2018-02-01,1078
4676,RBS,2018-02-01,961
4678,RFF,2018-02-01,2039
4679,RXL,2018-02-01,2196
4681,RMC,2018-02-01,2010
4683,RAE,2018-02-01,3215
4687,RWY,2018-02-01,2795
4688,RLN,2018-02-01,2646
4691,RJR,2018-02-01,1962
4693,RXP,2018-02-01,3320
4695,RP5,2018-02-01,3093
4697,RJN,2018-02-01,910
4699,RXR,2018-02-01,2933
4702,RR7,2018-02-01,1517
4704,RCD,2018-02-01,932
4707,RWA,2018-02-01,2967
4710,RXN,2018-02-01,1809
4713,RR8,2018-02-01,4314
4718,R0A,2018-02-01,5983
4721,RBT,2018-02-01,1828
4723,RXF,2018-02-01,3813
4726,RNL,2018-02-01,1978
4728,RVW,2018-02-01,1329
4732,RJL,2018-02-01,2656
4734,RTF,2018-02-01,4054
4738,RW6,2018-02-01,5705
4742,RQ6,2018-02-01,2122
4745,RM3,2018-02-01,2480
4748,RCU,2018-02-01,652
4750,RHQ,2018-02-01,2831
4754,RTR,2018-02-01,2126
4756,RE9,2018-02-01,1086
4758,RVY,2018-02-01,1623
4760,RBN,2018-02-01,3656
4762,RWJ,2018-02-01,2338
4764,RMP,2018-02-01,1578
4766,RTD,2018-02-01,1933
4769,RFR,2018-02-01,1473
4771,RTX,2018-02-01,1908
4774,RWW,2018-02-01,1942
4777,RBL,2018-02-01,2271
4781,RRF,2018-02-01,2183
4783,RCB,2018-02-01,3586
4785,RTK,2018-02-01,1976
4791,RXH,2018-02-01,3057
4795,RXQ,2018-02-01,2810
4799,RN7,2018-02-01,2436
4801,RBD,2018-02-01,1214
4804,RVV,2018-02-01,3984
4806,RXC,2018-02-01,2772
4810,RDU,2018-02-01,5666
4812,RTE,2018-02-01,3776
4813,RN3,2018-02-01,2018
4815,RN5,2018-02-01,2265
4819,R1F,2018-02-01,839
4822,RWF,2018-02-01,3505
4824,RPA,2018-02-01,2144
4826,RVJ,2018-02-01,2301
4827,RBZ,2018-02-01,953
4831,RTH,2018-02-01,2738
4835,RK9,2018-02-01,2812
4838,RD3,2018-02-01,1494
4840,RHU,2018-02-01,2731
4844,RHW,2018-02-01,2646
4847,REF,2018-02-01,2204
4849,RH8,2018-02-01,1882
4851,RA2,2018-02-01,2144
4853,RD1,2018-02-01,2319
4855,RNZ,2018-02-01,1118
4863,RTP,2018-02-01,2276
4866,RBA,2018-02-01,1875
4868,RDZ,2018-02-01,1891
4871,RA9,2018-02-01,2261
4873,RHM,2018-02-01,2699
4876,RA7,2018-02-01,2727
4879,RYR,2018-02-01,3160
4880,RA3,2018-02-01,941
4884,RA4,2018-02-01,1311
4885,RF4,2018-01-01,4988
4888,R1H,2018-01-01,7738
4895,RQM,2018-01-01,3893
4897,RJ6,2018-01-01,2198
4900,RVR,2018-01-01,3565
4903,RJ1,2018-01-01,3302
4907,RQX,2018-01-01,1694
4909,RYJ,2018-01-01,3342
4912,RJZ,2018-01-01,4301
4915,RAX,2018-01-01,2172
4917,RJ2,2018-01-01,4518
4919,R1K,2018-01-01,5781
4923,RAP,2018-01-01,2641
4925,RAL,2018-01-01,3803
4928,RJ7,2018-01-01,3983
4931,RAS,2018-01-01,2046
4936,RRV,2018-01-01,1690
4939,RKE,2018-01-01,1382
4942,RDD,2018-01-01,3204
4943,RC1,2018-01-01,2121
4946,RQ3,2018-01-01,1096
4947,RJF,2018-01-01,2088
4949,RGT,2018-01-01,2804
4951,RFS,2018-01-01,2265
4953,RDE,2018-01-01,2536
4956,RTG,2018-01-01,3246
4960,RWH,2018-01-01,2959
4964,RLT,2018-01-01,1082
4966,RR1,2018-01-01,6621
4969,RGQ,2018-01-01,2148
4971,RGP,2018-01-01,1462
4973,RNQ,2018-01-01,2725
4977,RC9,2018-01-01,2662
4982,RQ8,2018-01-01,2221
4984,RD8,2018-01-01,1565
4986,RM1,2018-01-01,2691
4988,RGN,2018-01-01,3456
4990,RNS,2018-01-01,2571
4995,RX1,2018-01-01,4066
5002,RXK,2018-01-01,3502
5005,RK5,2018-01-01,2715
5007,RXW,2018-01-01,2273
5012,RJC,2018-01-01,1743
5014,RAJ,2018-01-01,2894
5017,RNA,2018-01-01,2427
5019,RQW,2018-01-01,1805
5020,RCX,2018-01-01,2215
5021,RL4,2018-01-01,2670
5023,RWD,2018-01-01,3816
5025,RRK,2018-01-01,3947
5026,RKB,2018-01-01,4099
5029,RWE,2018-01-01,4588
5031,RJE,2018-01-01,4543
5034,RBK,2018-01-01,2220
5037,RWG,2018-01-01,3047
5039,RGR,2018-01-01,2333
5041,RWP,2018-01-01,3122
5043,RLQ,2018-01-01,1437
5044,REM,2018-01-01,3358
5046,RCF,2018-01-01,1177
5047,RBS,2018-01-01,1067
5049,RFF,2018-01-01,2102
5050,RXL,2018-01-01,2432
5052,RMC,2018-01-01,2250
5054,RAE,2018-01-01,3574
5058,RWY,2018-01-01,3303
5059,RLN,2018-01-01,2941
5062,RJR,2018-01-01,2073
5064,RXP,2018-01-01,3731
5066,RP5,2018-01-01,3456
5068,RJN,2018-01-01,946
5070,RXR,2018-01-01,3161
5073,RR7,2018-01-01,1810
5075,RCD,2018-01-01,1029
5078,RWA,2018-01-01,3255
5081,RXN,2018-01-01,2062
5084,RR8,2018-01-01,4990
5089,R0A,2018-01-01,6843
5092,RBT,2018-01-01,2009
5094,RXF,2018-01-01,4236
5095,RNL,2018-01-01,2241
5097,RVW,2018-01-01,1598
5101,RJL,2018-01-01,2479
5103,RTF,2018-01-01,4225
5106,RW6,2018-01-01,6143
5110,RQ6,2018-01-01,2508
5113,RM3,2018-01-01,2798
5116,RCU,2018-01-01,605
5118,RHQ,2018-01-01,2967
5122,RTR,2018-01-01,2386
5124,RE9,2018-01-01,1245
5126,RVY,2018-01-01,1829
5128,RBN,2018-01-01,4125
5130,RWJ,2018-01-01,2539
5132,RMP,2018-01-01,1759
5134,RTD,2018-01-01,2174
5137,RFR,2018-01-01,1530
5139,RTX,2018-01-01,2170
5142,RWW,2018-01-01,2233
5145,RBL,2018-01-01,2658
5149,RRF,2018-01-01,2453
5151,RCB,2018-01-01,3588
5153,RTK,2018-01-01,2154
5159,RXH,2018-01-01,3381
5163,RXQ,2018-01-01,2692
5167,RN7,2018-01-01,2775
5169,RBD,2018-01-01,1393
5172,RVV,2018-01-01,4482
5174,RXC,2018-01-01,3020
5178,RDU,2018-01-01,6285
5180,RTE,2018-01-01,4105
5181,RN3,2018-01-01,2185
5183,RN5,2018-01-01,2600
5187,R1F,2018-01-01,900
5190,RWF,2018-01-01,3928
5192,RPA,2018-01-01,2437
5194,RVJ,2018-01-01,2482
5195,RBZ,2018-01-01,1117
5199,RTH,2018-01-01,2997
5203,RK9,2018-01-01,2972
5206,RD3,2018-01-01,1588
5208,RHU,2018-01-01,2931
5212,RHW,2018-01-01,3239
5215,REF,2018-01-01,2741
5217,RH8,2018-01-01,1994
5219,RA2,2018-01-01,2250
5220,RD1,2018-01-01,2597
5222,RNZ,2018-01-01,1176
5230,RTP,2018-01-01,2472
5233,RBA,2018-01-01,2117
5235,RDZ,2018-01-01,1930
5238,RA9,2018-01-01,2593
5240,RHM,2018-01-01,3082
5243,RA7,2018-01-01,3173
5246,RYR,2018-01-01,3411
5247,RA3,2018-01-01,1090
5251,RA4,2018-01-01,1510
5252,RF4,2017-12-01,5019
5255,R1H,2017-12-01,7281
5260,RQM,2017-12-01,3729
5262,RJ6,2017-12-01,2182
5265,RVR,2017-12-01,3634
5268,RJ1,2017-12-01,3299
5272,RQX,2017-12-01,1657
5274,RYJ,2017-12-01,3316
5277,RJZ,2017-12-01,4390
5280,RAX,2017-12-01,2188
5282,RJ2,2017-12-01,4353
5284,R1K,2017-12-01,5557
5288,RAP,2017-12-01,2688
5290,RAL,2017-12-01,4327
5293,RJ7,2017-12-01,3935
5296,RAS,2017-12-01,2056
5300,RRV,2017-12-01,1610
5303,RKE,2017-12-01,1364
5306,RDD,2017-12-01,2798
5307,RC1,2017-12-01,2044
5310,RQ3,2017-12-01,1159
5311,RJF,2017-12-01,2052
5313,RGT,2017-12-01,3231
5315,RFS,2017-12-01,2219
5317,RDE,2017-12-01,2616
5320,RTG,2017-12-01,3356
5324,RWH,2017-12-01,3126
5328,RLT,2017-12-01,1109
5330,RR1,2017-12-01,6827
5333,RGQ,2017-12-01,2189
5335,RGP,2017-12-01,1421
5337,RNQ,2017-12-01,2632
5341,RC9,2017-12-01,2817
5346,RQ8,2017-12-01,2228
5348,RD8,2017-12-01,1603
5350,RM1,2017-12-01,2958
5352,RGN,2017-12-01,3338
5354,RNS,2017-12-01,2390
5359,RX1,2017-12-01,4189
5366,RXK,2017-12-01,3363
5369,RK5,2017-12-01,2704
5371,RXW,2017-12-01,2214
5376,RJC,2017-12-01,1778
5378,RAJ,2017-12-01,2792
5381,RNA,2017-12-01,2175
5383,RQW,2017-12-01,1813
5384,RCX,2017-12-01,2297
5385,RL4,2017-12-01,2598
5387,RWD,2017-12-01,3734
5389,RRK,2017-12-01,3552
5390,RKB,2017-12-01,4067
5393,RWE,2017-12-01,4505
5395,RJE,2017-12-01,4465
5398,RBK,2017-12-01,2209
5401,RWG,2017-12-01,3047
5403,RGR,2017-12-01,2302
5404,RWP,2017-12-01,3159
5406,RLQ,2017-12-01,1346
5407,REM,2017-12-01,3361
5409,RCF,2017-12-01,1210
5410,RBS,2017-12-01,1045
5412,RFF,2017-12-01,2122
5413,RXL,2017-12-01,2370
5415,RMC,2017-12-01,2377
5417,RAE,2017-12-01,3518
5421,RWY,2017-12-01,3303
5422,RLN,2017-12-01,3142
5425,RJR,2017-12-01,2304
5427,RXP,2017-12-01,3869
5429,RP5,2017-12-01,3194
5431,RJN,2017-12-01,971
5433,RXR,2017-12-01,3378
5436,RR7,2017-12-01,1806
5438,RCD,2017-12-01,1108
5442,RWA,2017-12-01,3270
5445,RXN,2017-12-01,2203
5448,RR8,2017-12-01,4800
5453,R0A,2017-12-01,6799
5456,RBT,2017-12-01,2079
5458,RXF,2017-12-01,4456
5459,RNL,2017-12-01,2125
5461,RVW,2017-12-01,1668
5465,RJL,2017-12-01,2989
5467,RTF,2017-12-01,4301
5470,RW6,2017-12-01,6054
5474,RQ6,2017-12-01,2437
5477,RM3,2017-12-01,2854
5480,RCU,2017-12-01,733
5482,RHQ,2017-12-01,3054
5486,RTR,2017-12-01,2645
5488,RE9,2017-12-01,1247
5490,RVY,2017-12-01,1705
5492,RBN,2017-12-01,3990
5494,RWJ,2017-12-01,2804
5496,RMP,2017-12-01,1825
5498,RTD,2017-12-01,2353
5501,RFR,2017-12-01,1540
5503,RTX,2017-12-01,2226
5506,RWW,2017-12-01,2346
5509,RBL,2017-12-01,2714
5513,RRF,2017-12-01,2446
5515,RCB,2017-12-01,3942
5517,RTK,2017-12-01,2131
5523,RXH,2017-12-01,3537
5527,RXQ,2017-12-01,2792
5531,RN7,2017-12-01,2735
5533,RBD,2017-12-01,1335
5536,RVV,2017-12-01,4418
5538,RXC,2017-12-01,3068
5541,RDU,2017-12-01,6421
5543,RTE,2017-12-01,3935
5544,RN3,2017-12-01,2248
5546,RN5,2017-12-01,2681
5549,R1F,2017-12-01,978
5551,RWF,2017-12-01,4120
5553,RPA,2017-12-01,2617
5555,RVJ,2017-12-01,2552
5556,RBZ,2017-12-01,1246
5560,RTH,2017-12-01,3327
5564,RK9,2017-12-01,3168
5567,RD3,2017-12-01,1821
5569,RHU,2017-12-01,3126
5573,RHW,2017-12-01,3191
5576,REF,2017-12-01,2799
5578,RH8,2017-12-01,2185
5580,RA2,2017-12-01,2419
5581,RD1,2017-12-01,2313
5583,RNZ,2017-12-01,1205
5591,RTP,2017-12-01,2680
5594,RBA,2017-12-01,2136
5596,RDZ,2017-12-01,1996
5599,RA9,2017-12-01,2648
5601,RHM,2017-12-01,3245
5604,RA7,2017-12-01,3093
5607,RYR,2017-12-01,3560
5609,RA3,2017-12-01,1031
5613,RA4,2017-12-01,1472
5614,RF4,2017-11-01,5013
5617,R1H,2017-11-01,6991
5622,RQM,2017-11-01,3618
5624,RJ6,2017-11-01,2336
5627,RVR,2017-11-01,3439
5630,RJ1,2017-11-01,3305
5634,RQX,2017-11-01,1590
5636,RYJ,2017-11-01,3260
5639,RJZ,2017-11-01,3936
5642,RAX,2017-11-01,2153
5644,RJ2,2017-11-01,4479
5646,R1K,2017-11-01,5344
5650,RAP,2017-11-01,2732
5652,RAL,2017-11-01,4471
5655,RJ7,2017-11-01,3996
5658,RAS,2017-11-01,2038
5662,RRV,2017-11-01,1509
5665,RKE,2017-11-01,1486
5668,RDD,2017-11-01,2714
5669,RC1,2017-11-01,1988
5672,RQ3,2017-11-01,1142
5673,RJF,2017-11-01,1885
5675,RGT,2017-11-01,3289
5677,RFS,2017-11-01,2092
5679,RDE,2017-11-01,2428
5682,RTG,2017-11-01,3116
5686,RWH,2017-11-01,3042
5690,RLT,2017-11-01,1184
5692,RR1,2017-11-01,6531
5695,RGQ,2017-11-01,1886
5697,RGP,2017-11-01,1364
5699,RNQ,2017-11-01,2567
5703,RC9,2017-11-01,2647
5708,RQ8,2017-11-01,2230
5710,RD8,2017-11-01,1711
5712,RM1,2017-11-01,2795
5714,RGN,2017-11-01,3311
5716,RNS,2017-11-01,2530
5720,RX1,2017-11-01,3805
5727,RXK,2017-11-01,3150
5730,RK5,2017-11-01,2491
5732,RXW,2017-11-01,2182
5737,RJC,2017-11-01,1767
5739,RAJ,2017-11-01,2586
5741,RNA,2017-11-01,1971
5743,RQW,2017-11-01,1348
5744,RCX,2017-11-01,2024
5745,RL4,2017-11-01,2563
5747,RWD,2017-11-01,3586
5749,RRK,2017-11-01,3073
5750,RKB,2017-11-01,4109
5753,RWE,2017-11-01,4431
5755,RJE,2017-11-01,4538
5758,RBK,2017-11-01,2109
5761,RWG,2017-11-01,3014
5763,RGR,2017-11-01,2158
5764,RWP,2017-11-01,2977
5766,RLQ,2017-11-01,1193
5768,REM,2017-11-01,3167
5770,RCF,2017-11-01,1088
5771,RBS,2017-11-01,1160
5773,RFF,2017-11-01,2019
5774,RXL,2017-11-01,2268
5776,RMC,2017-11-01,2449
5778,RAE,2017-11-01,3428
5781,RWY,2017-11-01,3151
5782,RLN,2017-11-01,2842
5785,RJR,2017-11-01,2107
5787,RXP,2017-11-01,3502
5789,RP5,2017-11-01,3091
5791,RJN,2017-11-01,928
5793,RXR,2017-11-01,3224
5796,RR7,2017-11-01,1660
5798,RCD,2017-11-01,981
5801,RWA,2017-11-01,3156
5804,RXN,2017-11-01,2102
5807,RR8,2017-11-01,4779
5812,R0A,2017-11-01,6643
5815,RBT,2017-11-01,1991
5817,RXF,2017-11-01,4254
5818,RNL,2017-11-01,2066
5820,RVW,2017-11-01,1562
5824,RJL,2017-11-01,2717
5826,RTF,2017-11-01,3986
5829,RW6,2017-11-01,6324
5833,RQ6,2017-11-01,2526
5836,RM3,2017-11-01,2851
5839,RCU,2017-11-01,676
5841,RHQ,2017-11-01,2822
5845,RTR,2017-11-01,2213
5847,RE9,2017-11-01,1294
5849,RVY,2017-11-01,1791
5851,RBN,2017-11-01,4105
5853,RWJ,2017-11-01,2643
5854,RMP,2017-11-01,1776
5856,RTD,2017-11-01,2234
5859,RFR,2017-11-01,1493
5861,RTX,2017-11-01,1997
5864,RWW,2017-11-01,2513
5867,RBL,2017-11-01,2599
5871,RRF,2017-11-01,2248
5873,RCB,2017-11-01,3584
5875,RTK,2017-11-01,1957
5881,RXH,2017-11-01,3463
5885,RXQ,2017-11-01,2691
5889,RN7,2017-11-01,2764
5891,RBD,2017-11-01,1190
5894,RVV,2017-11-01,4226
5896,RXC,2017-11-01,2935
5899,RDU,2017-11-01,6029
5901,RTE,2017-11-01,3718
5902,RN3,2017-11-01,2006
5904,RN5,2017-11-01,2345
5907,R1F,2017-11-01,891
5909,RWF,2017-11-01,3800
5911,RPA,2017-11-01,2536
5913,RVJ,2017-11-01,2494
5914,RBZ,2017-11-01,1088
5918,RTH,2017-11-01,3008
5921,RK9,2017-11-01,3120
5924,RD3,2017-11-01,1666
5926,RHU,2017-11-01,3046
5930,RHW,2017-11-01,3159
5933,REF,2017-11-01,2582
5935,RH8,2017-11-01,1968
5937,RA2,2017-11-01,2289
5938,RD1,2017-11-01,2276
5940,RNZ,2017-11-01,1131
5948,RTP,2017-11-01,2495
5951,RBA,2017-11-01,2018
5953,RDZ,2017-11-01,1916
5956,RA9,2017-11-01,2528
5958,RHM,2017-11-01,3029
5961,RA7,2017-11-01,3036
5964,RYR,2017-11-01,3461
5966,RA3,2017-11-01,1026
5970,RA4,2017-11-01,1431
5971,RF4,2017-10-01,4962
5974,R1H,2017-10-01,7139
5979,RQM,2017-10-01,3829
5981,RJ6,2017-10-01,2417
5984,RVR,2017-10-01,3405
5987,RJ1,2017-10-01,3306
5991,RQX,2017-10-01,1673
5993,RYJ,2017-10-01,3322
5996,RJZ,2017-10-01,4387
5999,RAX,2017-10-01,2115
6001,RJ2,2017-10-01,4498
6003,R1K,2017-10-01,5298
6007,RAP,2017-10-01,2767
6009,RAL,2017-10-01,4135
6012,RJ7,2017-10-01,3850
6015,RAS,2017-10-01,2027
6019,RRV,2017-10-01,1743
6022,RKE,2017-10-01,1493
6025,RDD,2017-10-01,2662
6026,RC1,2017-10-01,1750
6029,RQ3,2017-10-01,1139
6030,RJF,2017-10-01,1938
6032,RGT,2017-10-01,3335
6034,RFS,2017-10-01,2069
6036,RDE,2017-10-01,2333
6039,RTG,2017-10-01,3503
6043,RWH,2017-10-01,1184
6047,RLT,2017-10-01,1229
6049,RR1,2017-10-01,6290
6052,RGQ,2017-10-01,1872
6054,RGP,2017-10-01,1386
6056,RNQ,2017-10-01,2461
6060,RC9,2017-10-01,2660
6065,RQ8,2017-10-01,2465
6067,RD8,2017-10-01,1490
6069,RM1,2017-10-01,2761
6071,RGN,2017-10-01,3200
6073,RNS,2017-10-01,2714
6077,RX1,2017-10-01,3846
6084,RXK,2017-10-01,3163
6087,RK5,2017-10-01,2545
6089,RXW,2017-10-01,2254
6093,RJC,2017-10-01,1831
6095,RAJ,2017-10-01,2474
6097,RNA,2017-10-01,2283
6099,RQW,2017-10-01,1510
6100,RCX,2017-10-01,2041
6101,RL4,2017-10-01,2694
6103,RWD,2017-10-01,3825
6105,RRK,2017-10-01,2977
6106,RKB,2017-10-01,4361
6109,RWE,2017-10-01,4314
6111,RJE,2017-10-01,4568
6114,RBK,2017-10-01,2234
6117,RWG,2017-10-01,2988
6119,RGR,2017-10-01,2205
6120,RWP,2017-10-01,3130
6122,RLQ,2017-10-01,1184
6124,REM,2017-10-01,2937
6126,RCF,2017-10-01,1124
6127,RBS,2017-10-01,1035
6129,RFF,2017-10-01,1943
6130,RXL,2017-10-01,2457
6132,RMC,2017-10-01,2431
6134,RAE,2017-10-01,3103
6137,RWY,2017-10-01,3197
6138,RLN,2017-10-01,2796
6141,RJR,2017-10-01,2070
6143,RXP,2017-10-01,3548
6145,RP5,2017-10-01,3153
6147,RJN,2017-10-01,887
6149,RXR,2017-10-01,3343
6152,RR7,2017-10-01,1808
6154,RCD,2017-10-01,990
6157,RWA,2017-10-01,3257
6160,RXN,2017-10-01,2093
6163,RR8,2017-10-01,4783
6168,R0A,2017-10-01,6836
6171,RBT,2017-10-01,2069
6173,RXF,2017-10-01,4075
6174,RNL,2017-10-01,2084
6176,RVW,2017-10-01,1558
6180,RJL,2017-10-01,2865
6182,RTF,2017-10-01,4194
6185,RW6,2017-10-01,6427
6189,RQ6,2017-10-01,2633
6192,RM3,2017-10-01,3035
6195,RCU,2017-10-01,778
6197,RHQ,2017-10-01,3057
6201,RTR,2017-10-01,2215
6203,RE9,2017-10-01,1276
6205,RVY,2017-10-01,1859
6207,RBN,2017-10-01,4082
6209,RWJ,2017-10-01,2731
6210,RMP,2017-10-01,1829
6212,RTD,2017-10-01,2259
6215,RFR,2017-10-01,1475
6217,RTX,2017-10-01,2082
6220,RWW,2017-10-01,2369
6223,RBL,2017-10-01,2629
6227,RRF,2017-10-01,2292
6229,RCB,2017-10-01,3586
6231,RTK,2017-10-01,1808
6237,RXH,2017-10-01,3460
6241,RXQ,2017-10-01,2833
6245,RN7,2017-10-01,2713
6247,RBD,2017-10-01,1244
6250,RVV,2017-10-01,4307
6252,RXC,2017-10-01,2836
6254,RDU,2017-10-01,5933
6256,RTE,2017-10-01,3795
6257,RN3,2017-10-01,2089
6259,RN5,2017-10-01,2386
6262,R1F,2017-10-01,929
6265,RWF,2017-10-01,3954
6267,RPA,2017-10-01,2489
6269,RVJ,2017-10-01,2474
6270,RBZ,2017-10-01,1139
6274,RTH,2017-10-01,3029
6277,RK9,2017-10-01,3066
6280,RD3,2017-10-01,1702
6282,RHU,2017-10-01,2935
6286,RHW,2017-10-01,3008
6289,REF,2017-10-01,2659
6291,RH8,2017-10-01,2007
6293,RA2,2017-10-01,2143
